Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 8 I GG;GG;sein;Versammlungsfreiheit;v. 12.7.2001, Az.: 1 BvQ 28/01 und 1 BvQ 30/01, Rn. 13. Sué González Hauck Lösung Fall 6 147 b) Lautsprecherdurchsage als Teil der Versammlungsfreiheit Die durch das Amtsgericht Frankfurt am Main als bußgeldbewehrt erachteten Lautsprecherdurchsagen müssten auch von der Versammlungsfreiheit nach Art. 8 I GG umfasst sein.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;318875;318886
Art. 8 I GG;GG;müssten;Schutzbereich;Innerhalb einer Versammlung fällt grundsätzlich auch die Verwendung von Lautsprechern oder Megaphonen als Hilfsmittel in den Schutzbereich des Art. 8 I GG. Dazu müssten die Durchsagen ein versammlungsbezogenes Anliegen kundgetan haben.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;319044;319055
Art. 8 I GG;GG;gewesen;Schutzbereich;Wer an einer Versammlung teilnimmt, ist daher grundsätzlich auch berechtigt, während der Versammlung dafür einzutreten, dass nur die das Anliegen der Versammlung unterstützenden Personen an der Versammlung teilnehmen und dass insbesondere Polizist:innen sich außerhalb der Versammlung bewegen.5 Selbst wenn die Aussagen keinen spezifischen Zusammenhang mit dem Versammlungsthema aufgewiesen hätten, wären sie daher von dem Schutzbereich des Art. 8 I GG umfasst gewesen.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;319697;319708
Art. 8 I GG;GG;ist;Schutzbereich;Der sachliche Schutzbereich des Art. 8 I GG ist eröffnet.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;320431;320442
Art. 8 I GG;GG;belegt;Schutzbereich;v. 26.6.2014, Az.: 1 BvR 2135/09, Rn. 11. Sué González Hauck 148 Fall 6 Lösung zung grundrechtlicher Freiheiten führt.6 Nach dem modernen Eingriffsbegriff genügt auch eine mittelbar-faktische Beeinträchtigung des Grundrechts.7 Das Urteil des Amtsgerichts Frankfurt am Main belegt ein in den Schutzbereich des Art. 8 I GG fallendes Verhalten mit einem Bußgeld.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;321187;321198
Art. 8 I GG;GG;dar;Schutzbereich;Das Urteil stellt somit sowohl nach dem klassischen als auch nach dem modernen Eingriffsbegriff einen Eingriff in den Schutzbereich des Art. 8 I GG dar.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;321533;321544
Art. 8 II GG;GG;ist;Grundrecht;Bei Versammlungen unter freiem Himmel sind zur Wahrung kollidierender Interessen Dritter Eingriffe in das Grundrecht gemäß Art. 8 II GG durch Gesetz oder aufgrund eines Gesetzes zulässig.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;321895;321907
Art. 8 II GG;GG;ist;Gesetzesvorbehalt;Die CSD-Parade ist eine Versammlung unter freiem Himmel, sodass der einfache Gesetzesvorbehalt des Art. 8 II GG einschlägig ist.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;322059;322071
Art. 8 II GG;GG;bestehen;Sinne;Verfassungsmäßigkeit der Rechtsgrundlage Es handelt sich bei der zur Anwendung gelangten Bußgeldvorschrift des § 29 II, I Nr. 3 VersG um ein Gesetz im Sinne des Art. 8 II GG. Es bestehen keine Zweifel hinsichtlich der Verfassungsmäßigkeit des § 29 II, I Nr. 3 VersG. 3.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;322253;322265
Art. 8 I GG;GG;auszulegen;Bedeutung;Allerdings haben die staatlichen Organe und damit auch die Strafgerichte die grundrechtsbeschränkenden Gesetze stets im Lichte der Bedeutung von Art. 8 I GG auszulegen und sich bei Maßnahmen auf das zu beschränken, was zum Schutz anderer Rechtsgüter notwendig ist.8 6 BVerfG, Beschl.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;322747;322758
Art. 8 I GG;GG;prüfen;Lichte;a) Auslegung der Bußgeldvorschrift im Lichte des Art. 8 I GG Zu prüfen ist zunächst, ob das Amtsgericht vorliegend bei der Auslegung der Rechtsgrundlage die Bedeutung des Art. 8 I GG ausreichend beachtet hat.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;324075;324086
Art. 8 I GG;GG;beachtet;Bedeutung;a) Auslegung der Bußgeldvorschrift im Lichte des Art. 8 I GG Zu prüfen ist zunächst, ob das Amtsgericht vorliegend bei der Auslegung der Rechtsgrundlage die Bedeutung des Art. 8 I GG ausreichend beachtet hat.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;324197;324208
Art. 8 I GG;GG;geschützt;Lautsprechern;Das Amtsgericht ging davon aus, dass die Verwendung von Lautsprechern dann nicht mehr von Art. 8 I GG geschützt sei, wenn diese allein oder hauptsächlich anderen Zwecken als der Meinungskundgabe zu versammlungsbezogenen Themen diene.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;324421;324432
Art. 8 I GG;GG;verkannte;Schutzgehalt;Dabei verkannte das Amtsgericht, erstens, dass der Schutzgehalt des Art. 8 I GG jedenfalls grundsätzlich auch Äußerungen zu anderen versammlungsbezogenen Fragen erlaubt.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;324633;324644
Art. 8 I GG;GG;hat;Bedeutung;Das Amtsgericht hat daher vorliegend die Bedeutung des Art. 8 I GG bei der Auslegung des § 29 II, I Nr. 3 VersG nicht ausreichend beachtet.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;325031;325042
Art. 8 I GG;GG;verletzt;Grundrecht;B ist in ihrem Grundrecht aus Art. 8 I GG verletzt.;;;;;;;;;;;Lösung;Fall 6 - Versammlungsfreiheit;327007;327018
Sachverhalt;;;;"<p>G ist ein in Deutschland sehr bekannter Fernsehmoderator einer beliebten Quizsendung. Er hat mehrfach öffentlich erklärt, für Werbung von Dritten nicht zur Verfügung zu stehen. </p>
<p>M bietet eine periodisch erscheinende, gedruckte Programmzeitschrift an und unterhält zudem eine Internetseite sowie ein Facebook-Profil. Auf diesem Profil postete sie am 25. Januar 2021, ohne Einwilligung des G, folgende Meldung: </p>
<p>+++ GERADE VERMELDET +++ Einer dieser TV-Moderatoren muss sich wegen KREBSERKRANKUNG zurückziehen. Wir wünschen, dass es ihm bald wieder gut geht. </p>
<p>Der Post enthielt vier Bilder prominenter Fernsehmoderatoren, darunter ein Bild des G. Die verwendeten Fotos zeigen die Oberkörper der in Anzug und Krawatte gekleideten Abgebildeten vor einem weißen Hintergrund. G hatte der Verwendung seines Bildes nicht zugestimmt. Beim Anklicken des Posts wurden die lesenden Personen auf das Internetangebot der M weitergeleitet, wo wahrheitsgemäß über die tatsächliche Erkrankung eines der drei anderen Fernsehmoderatoren berichtet wurde. Informationen über den G fanden sich dort nicht. Durch den Einsatz solchen Clickbaitings versucht die M, Werbeeinnahmen zu generieren. Das Foto ist für zwei bis drei Stunden auf dem Profil der M sichtbar gewesen und von über 6.000 Personen angeklickt worden. </p>
<p>Der G hält dieses Vorgehen für verfassungswidrig. Er ist der Meinung, dass schon die Verknüpfung seines Bildes mit einer solchen Überschrift seine Grundrechte verletze. Das Bild könne außerdem nicht zur öffentlichen Meinungsbildung beitragen. </p>
<p>Die M beruft sich auf die Notwendigkeit, Werbeeinnahmen für die redaktionelle Arbeit zu generieren. Mit jedem Klick auf den Artikel steigt der Wert der Werbeanzeigen auf der Seite der M. Ohne die Einnahmen durch Werbung könne die M ihre journalistischen Inhalte nicht anbieten. Außerdem handele es sich bei der Bilderfolge um ein Quiz, das einen eigenen journalistischen Beitrag darstelle. Im verlinkten Artikel auf der Webseite der M ergebe sich konkludent, dass der G gerade nicht erkrankt sei, was einen zusätzlichen journalistischen Beitrag begründe. </p>
<p>G versucht zivilgerichtlich gegen das Handeln der M vorzugehen und für das Handeln Schadensersatz aus § 823 II BGB i.V.m. §§ 22, 23 KUG einzuklagen,[1] bleibt aber bis zur letzten Instanz vor dem BGH erfolglos. Hieraufhin erhebt der G form- und fristgerecht Verfassungsbeschwerde zum Bundesverfassungsgericht. </p>
<p>Hinweis: Von der Verfassungsmäßigkeit der § 823 BGB, §§ 22, 23 KUG ist auszugehen. </p>
";;;;;;;;;;;Sachverhalt;Fall 7 - Allg. Persönlichkeitsrecht;331000;331050
§ 823 II BGB;BGB;einzuklagen;Verbindung;G versucht zivilgerichtlich gegen das Handeln der M vorzugehen und für das Handeln Schadensersatz aus § 823 II BGB in Verbindung mit §§ 22, 23 KUG einzuklagen, bleibt aber bis zur letzten Instanz vor dem BGH erfolglos. Hieraufhin erhebt der G form- und fristgerecht Verfassungsbeschwerde zum Bundesverfassungsgericht.;;;;;;;;;;;Sachverhalt;Fall 7 - Allg. Persönlichkeitsrecht;331523;331535
§§ 22, 23 KUG;KUG;einzuklagen;Verbindung;G versucht zivilgerichtlich gegen das Handeln der M vorzugehen und für das Handeln Schadensersatz aus § 823 II BGB in Verbindung mit §§ 22, 23 KUG einzuklagen, bleibt aber bis zur letzten Instanz vor dem BGH erfolglos. Hieraufhin erhebt der G form- und fristgerecht Verfassungsbeschwerde zum Bundesverfassungsgericht.;;;;;;;;;;;Sachverhalt;Fall 7 - Allg. Persönlichkeitsrecht;331554;331567
§ 823 BGB;BGB;ist;Verfassungsmäßigkeit;Hinweis: Von der Verfassungsmäßigkeit der § 823 BGB, §§ 22, 23 KUG ist auszugehen.;;;;;;;;;;;Sachverhalt;Fall 7 - Allg. Persönlichkeitsrecht;331781;331790
§§ 22, 23 KUG;BGB;ist;Verfassungsmäßigkeit;Hinweis: Von der Verfassungsmäßigkeit der § 823 BGB, §§ 22, 23 KUG ist auszugehen.;;;;;;;;;;;Sachverhalt;Fall 7 - Allg. Persönlichkeitsrecht;331792;331805
Fallfrage;;;;Hat die Verfassungsbeschwerde Aussicht auf Erfolg?;;;;;;;;;;;Fallfrage;Fall 7 - Allg. Persönlichkeitsrecht;331800;331850
§ 823 BGB;BGB;auszugehen;Leben;§ 823 BGB (1) Wer vorsätzlich oder fahrlässig das Leben, den Körper, die Gesundheit, die Freiheit, das Eigentum oder ein sonstiges Recht eines anderen widerrechtlich verletzt, ist dem anderen zum Ersatz des daraus entstehenden Schadens verpflichtet.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;331976;331985
§ 22 KUG;KUG;dürfen;Bildnisse;§ 22 KUG Bildnisse dürfen nur mit Einwilligung des Abgebildeten verbreitet oder öffentlich zur Schau gestellt werden.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;332499;332507
§ 23 KUG;KUG;dürfen;Sachverhalt;"Maximilian Petras 154 Fall 7 Sachverhalt § 23 KUG (1) Ohne die nach § 22 erforderliche Einwilligung dürfen verbreitet und zur Schau gestellt werden: 1. Bildnisse aus dem Bereiche der Zeitgeschichte; 2. Bilder, auf denen die Personen nur als Beiwerk neben einer Landschaft oder sonstigen Örtlichkeit erscheinen; 3. Bilder von Versammlungen, Aufzügen und ähnlichen Vorgängen, an denen die dargestellten Personen teilgenommen haben; 4. Bildnisse, die nicht auf Bestellung angefertigt sind, sofern die Verbreitung oder Schaustellung einem höheren Interesse der Kunst dient.";;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;333128;333136
Art. 93 I Nr. 4a GG;GG;ff;Voraussetzungen;A. Zulässigkeit Die Verfassungsbeschwerde ist zulässig, wenn sie die Voraussetzungen des Art. 93 I Nr. 4a GG und der §§ 90 ff. BVerfGG erfüllt.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;334103;334122
Art. 93 I Nr. 4a GG;GG;ist;BVerfG;I. Zuständigkeit des BVerfG Das BVerfG ist gemäß Art. 93 I Nr. 4a GG, §§ 13 Nr. 8a, 90 ff. BVerfGG für die Entscheidung über Verfassungsbeschwerden zuständig.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;334207;334226
Art. 93 I Nr. 4a GG;GG;ist;Gem;II. Beschwerdefähigkeit Gem. Art. 93 I Nr. 4a GG, § 90 I BVerfGG ist „jedermann“, also jeder, der Träger von Grundrechten oder grundrechtsgleichen Rechten sein kann, beschwerdefähig.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;334346;334365
§ 90 I BVerfGG;GG;ist;Gem;II. Beschwerdefähigkeit Gem. Art. 93 I Nr. 4a GG, § 90 I BVerfGG ist „jedermann“, also jeder, der Träger von Grundrechten oder grundrechtsgleichen Rechten sein kann, beschwerdefähig.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;334367;334381
Art. 93 I Nr. 4a GG;GG;ist;Verfassungsbeschwerde;IV. Beschwerdegegenstand Beschwerdegegenstand einer Verfassungsbeschwerde ist gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG jeder „Akt öffentlicher Gewalt“.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;335039;335058
§ 90 I BVerfGG;GG;ist;Akt;IV. Beschwerdegegenstand Beschwerdegegenstand einer Verfassungsbeschwerde ist gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG jeder „Akt öffentlicher Gewalt“.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;335060;335074
Art. 1 III GG;GG;sein;Legislative;Dies kann sowohl ein Handeln oder Unterlassen der Exekutive, der Judikative als auch der Legislative sein, vgl. Art. 1 III GG. Hier richtet sich G gegen das letztinstanzliche Urteil, das einen Akt der Judikative darstellt.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;335220;335233
Art. 93 I Nr. 4a GG;GG;ist;Behauptung;Gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG ist die Behauptung einer Grundrechtsverletzung erforderlich.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;335478;335497
§ 90 I BVerfGG;GG;ist;Behauptung;Gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG ist die Behauptung einer Grundrechtsverletzung erforderlich.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;335499;335513
§§ 22, 23 KUG;KUG;kommt;Auslegung;Hier kommt eine Verletzung des allgemeinen Persönlichkeitsrechts bei der Auslegung der §§ 22, 23 KUG in Betracht.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;336105;336118
Art. 1 III GG;GG;sind;Zivilgerichte;Als Teil der Staatsgewalt sind zwar auch die Zivilgerichte gemäß Art. 1 III GG unmittelbar an die Grundrechte gebunden, ihre Urteile beschränken sich aber auf die Feststellung der zwischen den privaten Beteiligten bestehenden Rechtslage.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;336846;336859
Art. 9 III 2 GG;GG;ist;Umkehrschluss;Da nach überwiegender Auffassung zwischen Privaten keine unmittelbare Grundrechtsgeltung anzunehmen ist (Umkehrschluss aus Art. 9 III 2 GG), sondern die Grundrechte Abwehrrechte des:der Bürgers:in gegen den Staat bilden, könnte demnach in einem solchen Konflikt zwischen Privaten bereits grundsätzlich die Möglichkeit einer Grundrechtsverletzung zu verneinen sein.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;337142;337157
§ 90 II 1 BVerfGG;BVerfGG;kann;Erschöpfung;VI. Rechtswegerschöpfung und Subsidiarität Die Verfassungsbeschwerde kann gemäß § 90 II 1 BVerfGG erst nach Erschöpfung des Rechtsweges erhoben werden, soweit ein Rechtsweg zulässig ist.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;340894;340911
§ 23 I 1 BVerfGG;BVerfGG;müsste;BVerfG;Die Verfassungsbeschwerde müsste gemäß § 23 I 1 BVerfGG schriftlich beim BVerfG eingereicht werden.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;341343;341359
§ 23 I 2, 92 BVerfGG;BVerfGG;aufweisen;Begründung;Der Antrag müsste des Weiteren eine ausreichende Begründung gemäß §§ 23 I 2, 92 BVerfGG aufweisen.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;341471;341491
§ 93 I 1 BVerfGG;BVerfGG;erhoben;Verfassungsbeschwerde;Außerdem müsste die Verfassungsbeschwerde gemäß § 93 I 1 BVerfGG fristgerecht erhoben worden sein.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;341551;341567
Art. 93 I Nr. 4a GG;GG;ist;Rechten;Maximilian Petras Lösung Fall 7 159 B. Begründetheit Die Verfassungsbeschwerde ist begründet, wenn G durch das Urteil in seinen Grundrechten oder grundrechtsgleichen Rechten verletzt ist, Art. 93 I Nr. 4a GG. In Betracht kommt hier eine Verletzung des allgemeinen Persönlichkeitsrechts aus Art. 2 I in Verbindung mit Art. 1 I GG. Bei Freiheitsrechten ist eine Grundrechtsverletzung dann gegeben, wenn ein Eingriff in den Schutzbereich vorliegt, der verfassungsrechtlich nicht gerechtfertigt ist.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;341905;341924
Art. 1 I GG;GG;ist;Verbindung;Maximilian Petras Lösung Fall 7 159 B. Begründetheit Die Verfassungsbeschwerde ist begründet, wenn G durch das Urteil in seinen Grundrechten oder grundrechtsgleichen Rechten verletzt ist, Art. 93 I Nr. 4a GG. In Betracht kommt hier eine Verletzung des allgemeinen Persönlichkeitsrechts aus Art. 2 I in Verbindung mit Art. 1 I GG. Bei Freiheitsrechten ist eine Grundrechtsverletzung dann gegeben, wenn ein Eingriff in den Schutzbereich vorliegt, der verfassungsrechtlich nicht gerechtfertigt ist.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;342034;342045
§§ 22, 23 KUG;KUG;könnte;G;Bei der Auslegung der „berechtigten Interessen“ des G gemäß §§ 22, 23 KUG könnte die Bedeutung dessen allgemeinen Persönlichkeitsrechts verkannt worden sein, indem ihm der Schutz seiner Interessen versagt worden ist.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;343434;343447
§§ 22, 23 KUG;KUG;prüfen;Folgenden;3 Klausurtaktik Ihr solltet im Folgenden also gerade nicht §§ 22, 23 KUG prüfen, sondern lediglich die einschlägigen Grundrechte anhand der hier einschlägigen unbestimmten Rechtsbegriffe zur Entfaltung bringen.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;343650;343663
Art. 1 I GG;GG;kommt;Verbindung;Maximilian Petras 160 Fall 7 Lösung I. Verletzung des allgemeinen Persönlichkeitsrechts In Betracht kommt hier eine Verletzung des allgemeinen Persönlichkeitsrechts aus Art. 2 I in Verbindung mit Art. 1 I GG. 1.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;343998;344009
Art. 1 I GG;GG;abgeleitet;Verbindung;Als besondere Ausprägung der allgemeinen Handlungsfreiheit wird das allgemeine Persönlichkeitsrecht aus Art. 2 I in Verbindung mit Art. 1 I GG abgeleitet.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;344234;344245
Art. 8 EMRK;EMRK;steht;Ausstrahlungswirkung;Maximilian Petras Lösung Fall 7 161 Gerade in Bezug auf Prominente, die regelmäßig in der Öffentlichkeit stehen, wird der Schutz nicht räumlich sondern thematisch entwickelt.7 Das steht im Einklang mit der Ausstrahlungswirkung des Art. 8 EMRK, welcher ebenfalls das Privat- und Familienleben schützt.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;346689;346700
Art. 2 I GG;GG;gilt;Begriff;a) Einschränkbarkeit des Grundrechts Für das allgemeine Persönlichkeitsrecht gilt die Schrankentrias des Art. 2 I GG. Der Begriff der verfassungsmäßigen Ordnung wird im weiten Sinne verstanden.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;350180;350191
§ 823 II BGB;BGB;wird;Urteil;Das Urteil wird auf § 823 II BGB in Verbindung mit §§ 22, 23 KUG gestützt.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;350665;350677
§§ 22, 23 KUG;KUG;gestützt;Verbindung;Das Urteil wird auf § 823 II BGB in Verbindung mit §§ 22, 23 KUG gestützt.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;350696;350709
§§ 823 BGB;BGB;sind;KUG;Die §§ 823 BGB, 22, 23 KUG sind sowohl formell als auch materiell verfassungsgemäß.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;351316;351326
§§ 22, 23 KUG;KUG;ist;Anwendung;Fraglich ist, ob die Fachgerichte bei der Anwendung der §§ 22, 23 KUG eine Auslegung des unbestimmten Rechtsbegriffs „berechtigtes Interesse“ gewählt haben, welche die Reichweite des allgemeinen Persönlichkeitsrechts richtig eingeschätzt hat.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;351748;351761
§ 23 KUG;KUG;dürfen;Gemäß;Gemäß § 23 KUG dürfen Bilder von Personen der Zeitgeschichte auch ohne Einwilligung veröffentlicht werden, wenn nicht ein berechtigtes Interesse entgegensteht.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;351941;351949
§ 23 KUG;KUG;verankert;Ausdruck;Insofern gilt es, das „berechtigte Interesse“ des G an einer Unterbindung der Veröffentlichung, hier verankert im allgemeinen Persönlichkeitsrecht, sowie das in § 23 KUG zum Ausdruck kommende Informationsinteresse der Allgemeinheit und die Pressefreiheit der M aus Art. 19 III, 5 I 2 GG gegeneinander abzuwägen.;;;;;;;;;;;Lösung;Fall 7 - Allg. Persönlichkeitsrecht;352416;352424
