Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 14 II 1 GG;GG;argumentiert;Bürger;Gegen eine solche Deutung wird argumentiert, dass Art. 14 II 1 GG nicht die Bürger:innen selbst adressiert, sondern nur die Ausgestaltung durch den Gesetzgeber prägt.14 Art. 14 II GG kommt daher im Wesentlichen Bedeutung als Schranke und als Abwägungsbelang im Rahmen der Verhältnismäßigkeitsprüfung zu. A. Die Eigentumsgarantie (Art. 14 I 1 Alt. 1 GG) Auch wenn die Eigentumsgarantie auf den ersten Blick dogmatisch anspruchsvoll erscheint, lässt sie sich in Prüfungssituationen gut beherrschen, wenn die wesentliche Struktur bekannt ist.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1017703;1017718
Art. 14 II GG;GG;prägt;Gesetzgeber;Gegen eine solche Deutung wird argumentiert, dass Art. 14 II 1 GG nicht die Bürger:innen selbst adressiert, sondern nur die Ausgestaltung durch den Gesetzgeber prägt.14 Art. 14 II GG kommt daher im Wesentlichen Bedeutung als Schranke und als Abwägungsbelang im Rahmen der Verhältnismäßigkeitsprüfung zu. A. Die Eigentumsgarantie (Art. 14 I 1 Alt. 1 GG) Auch wenn die Eigentumsgarantie auf den ersten Blick dogmatisch anspruchsvoll erscheint, lässt sie sich in Prüfungssituationen gut beherrschen, wenn die wesentliche Struktur bekannt ist.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1017822;1017835
Art. 14 I 1 GG;GG;spielen;Qualifikation;Neben dem Eigentumsbegriff spielen bei Art. 14 I 1 GG die Qualifikation des Eingriffs und die sich daraus ergebenden Rechtfertigungsanforderungen eine hervorgehobene Rolle.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1018232;1018246
Art. 19 III GG;GG;ist;Grundrechtslehren;Bei der Prüfung des persönlichen Anwendungsbereichs ist ein sicherer Umgang mit den allgemeinen Grundrechtslehren (Art. 19 III GG) notwendig.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1018656;1018670
Art. 14, 15 GG;GG;schützt;Sozialisierung;"15.2.2022, Art. 14 Rn. 25; Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 415f. Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 403 1. Sachlicher Schutzbereich In sachlicher Hinsicht schützt Art. 14 I 1 GG das Eigentum. Dem Begriff liegt eine besondere dogmatische Struktur zugrunde, weil nach Art. 14 I 2 GG nicht nur die Schranken, sondern auch der Inhalt des Eigentums durch die Gesetze bestimmt werden.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1019266;1019280
Art. 14 I 1 GG;GG;schützt;Hinsicht;"15.2.2022, Art. 14 Rn. 25; Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 415f. Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 403 1. Sachlicher Schutzbereich In sachlicher Hinsicht schützt Art. 14 I 1 GG das Eigentum. Dem Begriff liegt eine besondere dogmatische Struktur zugrunde, weil nach Art. 14 I 2 GG nicht nur die Schranken, sondern auch der Inhalt des Eigentums durch die Gesetze bestimmt werden.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1019344;1019358
Art. 14 I 2 GG;GG;liegt;Struktur;"15.2.2022, Art. 14 Rn. 25; Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 415f. Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 403 1. Sachlicher Schutzbereich In sachlicher Hinsicht schützt Art. 14 I 1 GG das Eigentum. Dem Begriff liegt eine besondere dogmatische Struktur zugrunde, weil nach Art. 14 I 2 GG nicht nur die Schranken, sondern auch der Inhalt des Eigentums durch die Gesetze bestimmt werden.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1019447;1019461
Art. 14 I 1 GG;GG;wird;Institutsgarantie;Um dies zu verhindern, wird Art. 14 I 1 GG als Institutsgarantie verstanden, die den Gesetzgeber daran hindert, „dass solche Sachbereiche der Privatrechtsordnung entzogen werden, die zum elementaren Bestand grundrechtlich geschützter Betätigung im vermögensrechtlichen Bereich gehören (…)“17 .;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1020020;1020034
§§ 903ff. BGB;BGB;wird;Eigentum;Für dessen Inhalt wird dem bürgerlich-rechtlichen Eigentum der §§ 903ff. BGB Leitbildfunktion und Prägewirkung zugemessen.18 Der verfassungsrechtliche Eigentumsbegriff erfasst darüber hinaus aber auch dem bürgerlich-rechtlichen Eigentum vergleichbare einfachrechtlich ausgestaltete Rechtspositionen, soweit sie die Definitionsmerkmale des verfassungsrechtlichen Eigentumsbegriffs erfüllen.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1020594;1020607
Art. 14 I 1 GG;GG;sollen;Ausgestaltung;"Auch wenn der Verfassung danach ein eigenständiger Eigentumsbegriff zugrunde liegt und dem Gesetzgeber insofern Schranken bei der Ausgestaltung gesetzt sind, sollen aus Art. 14 I 1 GG dennoch keine unmittelbaren verfassungsrechtlichen Eigentumspositionen abgeleitet werden können; die konkrete Eigen15 Axer, in: Epping/Hillgruber, BeckOK GG, 50. Ed.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1021090;1021104
Art. 12 I GG;GG;stellt;Rahmen;"2022, Art. 14 Rn. 15. 16 Eine ähnliche Problematik stellt sich im Rahmen des Art. 12 I GG bei der Diskussion, ob das Erlaubtsein der Tätigkeit Element des Berufsbegriffs ist; auch hier geht die herrschende Meinung davon aus, dass die Definition des Berufs dem Gesetzgeber entzogen ist.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1021455;1021467
Art. 14 I 2 GG;GG;ist;Gesetzgeber;Bei Art. 14 I 2 GG gibt es jedoch die von Art. 12 I GG abweichende Anordnung einer inhaltlichen Ausgestaltungsbefugnis des Gesetzgebers. 17 BVerfG, Beschl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1021668;1021682
Art. 12 I GG;GG;gibt;Anordnung;Bei Art. 14 I 2 GG gibt es jedoch die von Art. 12 I GG abweichende Anordnung einer inhaltlichen Ausgestaltungsbefugnis des Gesetzgebers. 17 BVerfG, Beschl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1021706;1021718
Art. 1 III GG;GG;drohte;Verstoß;In Klausuren wird es im Definitionsteil regelmäßig reichen, auf die Besonderheit des normgeprägten sachlichen Schutzbereichs der Eigentumsgarantie hinzuweisen, sodann aber festzustellen, dass der Verfassung dennoch ein eigenständiger verfassungsrechtlicher Eigentumsbegriff zugrunde liegt, weil sonst eine Umkehr der Normenhierarchie und damit ein Verstoß gegen Art. 1 III GG drohte.20 a) Eigentumsbegriff Als Eigentum im verfassungsrechtlichen Sinne werden alle konkreten vermögenswerten Rechtspositionen erfasst, die den Grundrechtsträger:innen von der Rechtsordnung zur Ausübung nach eigenverantwortlicher Entscheidung zum Privaten Nutzen zugewiesen sind.21 3 Klausurtaktik In der Klausur lässt sich gut mit dieser Definition arbeiten.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1022907;1022920
Art. 14 I 1 GG;GG;schützt;Verfügungsbefugnis;Kennzeichen von Eigentum ist die Ausschließlichkeit der Rechtsposition und die damit verbundene Nutzungs- und Verfügungsbefugnis. Art. 14 I 1 GG schützt dementsprechend nicht nur das Eigentum im statischen Sinne, sondern auch seine Benutzung.22 Das BVerfG spricht in diesem Zusammenhang davon, dass Art. 14 I 1 GG das Recht gewährleistet, Eigentum zu besitzen oder sonst innezuhaben, zu nutzen, zu verwalten und über es zu verfügen.23 Im Falle von Verkaufsverboten ist neben der Erwerbsfreiheit daher regelmäßig auch die Verfügungsbefugnis über konkrete Eigentumspositionen beeinträchtigt, sodass beide 19 Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 152. 20 Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 153. 21 Vgl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1023460;1023474
Art. 14 I 1 GG;GG;gewährleistet;Recht;Kennzeichen von Eigentum ist die Ausschließlichkeit der Rechtsposition und die damit verbundene Nutzungs- und Verfügungsbefugnis. Art. 14 I 1 GG schützt dementsprechend nicht nur das Eigentum im statischen Sinne, sondern auch seine Benutzung.22 Das BVerfG spricht in diesem Zusammenhang davon, dass Art. 14 I 1 GG das Recht gewährleistet, Eigentum zu besitzen oder sonst innezuhaben, zu nutzen, zu verwalten und über es zu verfügen.23 Im Falle von Verkaufsverboten ist neben der Erwerbsfreiheit daher regelmäßig auch die Verfügungsbefugnis über konkrete Eigentumspositionen beeinträchtigt, sodass beide 19 Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 152. 20 Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 153. 21 Vgl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1023629;1023643
Art. 14, 15 GG;GG;finden;Sozialisierung;v. 5.2.2002, Az.: 2 BvR 305, 348/993, Rn. 43 = BVerfGE 105, 17. Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 405 Grundrechte nebeneinander Anwendung finden können.24 Bezüglich der Nutzung wird jedoch teilweise zwischen dem Eigentum an beweglichen Sachen und dem Grundstückseigentum differenziert: Nur Verfügungen über letzteres sollen auch von Art. 14 I 1 GG geschützt sein, um den Anwendungsbereich der Eigentumsgarantie nicht ausufern zu lassen.25 Beispiel: Der Atomausstieg durch die 13. AtG-Novelle bewirkte, dass eine Nutzung der Atomkraftwerke künftig nicht mehr möglich ist.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1024625;1024639
Art. 14 I 1 GG;GG;geschützt;Anwendungsbereich;v. 5.2.2002, Az.: 2 BvR 305, 348/993, Rn. 43 = BVerfGE 105, 17. Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 405 Grundrechte nebeneinander Anwendung finden können.24 Bezüglich der Nutzung wird jedoch teilweise zwischen dem Eigentum an beweglichen Sachen und dem Grundstückseigentum differenziert: Nur Verfügungen über letzteres sollen auch von Art. 14 I 1 GG geschützt sein, um den Anwendungsbereich der Eigentumsgarantie nicht ausufern zu lassen.25 Beispiel: Der Atomausstieg durch die 13. AtG-Novelle bewirkte, dass eine Nutzung der Atomkraftwerke künftig nicht mehr möglich ist.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1024875;1024889
Art. 14 I 1 GG;GG;geschützt;Schutz;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025194;1025208
Art. 14 I 1 GG;GG;geschützt;Schutz;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025222;1025236
Art. 12 I GG;GG;ist;Eigentum;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025294;1025306
Art. 2 I GG;GG;bzw;Eigentum;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025312;1025323
Art. 14 I 1 GG;GG;zählt;Sinne;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025410;1025424
§ 903 BGB;BGB;gehören;Sachen;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025508;1025517
§§ 90, 94 BGB;BGB;gehören;Sachen;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025526;1025539
§ 90a BGB;BGB;gehören;Tiere;Auch diese Nutzbarkeit der Anlagen genießt den verfassungsrechtlichen Schutz des Art. 14 I 1 GG.26 Nicht von Art. 14 I 1 GG geschützt ist hingegen der Erwerb von Eigentum, hier ist Art. 12 I GG bzw. Art. 2 I GG einschlägig.27 b) Eigentum im Sinne des bürgerlichen Rechts Zum Eigentum im Sinne des Art. 14 I 1 GG zählt zunächst das Eigentum im Sinne des bürgerlichen Rechts. Hierzu gehören gemäß § 903 BGB Sachen (§§ 90, 94 BGB) und Tiere (§ 90a BGB).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025552;1025561
Art. 14 I 1 GG;GG;betrafen;AtG-Novelle;Dem verfassungsrechtlichen Eigentumsbegriff unterfallen neben dem Eigentum an beweglichen Sachen auch das Grundeigentum (Eigentum am Boden).28 Beispiel: Die Regelungen zum Atomausstieg durch die 13. AtG-Novelle betrafen das von Art. 14 I 1 GG geschützte dingliche Anlageneigentum der Atomkraftwerksbetreiber.29 3 Examenswissen Umstritten ist, ob zum verfassungsrechtlich geschützten Grundeigentum auch die Baufreiheit zu rechnen ist, also das Recht, das Grundstück im Rahmen der Gesetze zu bebauen.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1025792;1025806
Art. 14 I 1 GG;GG;bejaht;Recht;Ein Teil der Literatur bejaht dies, weil Art. 14 I 1 GG auch das Recht des Eigentümers eines Grundstücks schütze, dieses zu nutzen und damit auch zu bebauen.30 Dagegen wird jedoch eingewandt, dass die 24 Detterbeck, Öffentliches Recht, 11. Aufl.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1026104;1026118
Art. 14 I 1 GG;GG;fließe;Ausdehnung;"2021, § 38 Rn. 9; Papier/Shirvani, in: Dürig/Herzog/Scholz, GG, 95. EL Juli 2021, Art. 14 Rn. 164ff. Nikolas Eisentraut 406 Abschnitt 6 Einzelgrundrechte des Grundgesetzes Bebaubarkeit eines Grundstücks erst von der einfachrechtlichen Ausgestaltung des Gesetzgebers abhänge und diese deshalb nicht a priori aus Art. 14 I 1 GG fließe.31 c) Ausdehnung auf privatrechtliche Rechtspositionen über das Eigentum im Sinne des bürgerlichen Rechts hinaus Aufgrund der verfassungsrechtlichen Definition des Eigentums lassen sich weitere privatrechtliche Rechtspositionen ausmachen, die zwar nach bürgerlichem Recht nicht als Eigentum qualifiziert werden, nach Verfassungsrecht aber schon.";;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1027053;1027067
Art. 14 I 1 GG;GG;wird;Eigentum;Dies gilt für das Wohnungseigentum im Sinne des Wohnungseigentumsgesetzes sowie weitere dingliche (absolute) Rechte wie Erbbaurechte, Grundschulden, Hypotheken und Vorkaufsrechte.32 Weiterhin erfasst ist das Anteilseigentum an einem Unternehmen, beispielsweise durch Aktien.33 Auch geistiges Eigentum wird von Art. 14 I 1 GG erfasst (so Urheberrechte, aber auch gewerbliche Schutzrechte wie Patente und Marken).;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1027731;1027745
Art. 14 I 1 GG;GG;verlagert;Bedeutung;Dadurch nehmen die Bedeutung von Ausbildung, Arbeitsplatz und Ansprüchen an die sozialen Sicherungssysteme als Grundlage individueller Freiheit zu.35 Zugleich verlagert sich die Bedeutung des Art. 14 I 1 GG aber in den virtuellen Raum, weil die Bedeutung des Schutzes geistigen Eigentums zunimmt.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1028599;1028613
Art. 14, 15 GG;GG;wurde;Sozialisierung;Nikolas Eisentraut § 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG 407 Vom BVerfG wurde weiterhin der berechtigte Besitz der Mieter:innen an Wohnraum (§§ 535ff. i.V.m. §§ 854ff. BGB) vom Eigentumsbegriff des Art. 14 I 1 GG als erfasst angesehen.36 Umstritten ist, ob obligatorische/relative Rechte aus zivilrechtlichen Verträgen dem verfassungsrechtlichen Eigentumsbegriff unterfallen.37 Für eine Erfassung auch obligatorischer Rechte spricht, dass diese dem:der jeweiligen Inhaber:in in der Definition entsprechender Weise zugeordnet werden, weil er:sie bezüglich dieser Rechte nutzungs- und verfügungsbefugt ist.38 Ob auch das Recht am eingerichteten und ausgeübten Gewerbebetrieb von Art. 14 I 1 GG erfasst wird, ist seit Langem umstritten.;;;;;;;;;;§ 21.1 Eigentum, Erbrecht, Sozialisierung – Art. 14, 15 GG;§ 21 Wirtschaft & Gemeinwohl;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1029558;1029572
